Day,Start time,End time,Course ID,Room
Monday,9:00,12:00,A401,B711
Monday,10:00,12:00,B30,B700
Monday,10:00,12:00,A105,B715
Monday,10:00,12:00,B26,B701
Monday,10:30,12:00,A225,B714a
Monday,13:00,15:00,B22,B701
Monday,13:00,15:00,A214,B711
Monday,13:00,16:00,B11,B700
Monday,15:00,17:00,B13,B714a
Monday,13:00,17:00,B33,B712/B506
Monday,16:00,17:00,A210,B700
Monday,16:00,17:00,JP1,C600
Tuesday,10:00,11:00,B30,B700
Tuesday,10:00,12:00,B16,B712
Tuesday,10:00,12:00,A203,B711/B507
Tuesday,10:30,12:00,A225,B714a
Tuesday,13:00,15:00,A102,B700
Tuesday,13:00,15:00,B20,B715/B506
Tuesday,13:00,14:00,A203,B711/B507
Tuesday,14:00,17:00,A208,B712
Tuesday,15:00,17:00,B08,B715/B506
Tuesday,15:00,17:00,B31/B32,B711
Tuesday,15:00,17:00,A218,B700
Wednesday,10:00,12:00,A214,B711
Wednesday,10:00,12:00,A105,B715
Wednesday,10:00,12:00,A216,B700
Wednesday,10:00,12:00,A405,B712
Wednesday,9:00,11:00,A307,B714a
Wednesday,13:00,15:00,B22,B701
Wednesday,13:00,15:00,A210,B700
Wednesday,13:00,15:00,A405,B712
Wednesday,13:00,14:00,A307,B714a
Wednesday,15:00,17:00,B13,B714a
Wednesday,15:00,17:00,B31/B32,B711
Wednesday,16:00,17:00,JP1,C600
Thursday,9:00,12:00,B08,B715/B506
Thursday,10:00,12:00,A203,B711/B507
Thursday,10:00,12:00,A216,B700
Thursday,10:00,12:00,B16,B712
Thursday,9:00,11:00,A410,B714b
Thursday,13:00,18:00,A203,B507
Thursday,13:00,15:00,A102,B700
Thursday,13:00,15:00,A208,B712
Thursday,13:00,15:00,A218,B711
Thursday,13:00,16:00,A410,Unit Lab
Thursday,15:00,17:00,A210,B700
Friday,10:00,12:00,B26,B701
Friday,10:00,12:00,A216,B700
Friday,10:00,12:00,A303,B712
Friday,10:00,12:00,B20,B715/B506
Friday,14:00,17:00,PCD1,B700
Friday,14:00,17:00,PCD2,C700
